Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,6,Heavyweight,265,Oleksiy Oliynyk,Viktor Pesta,1,SUB  Other - Choke,1,2:57,7,0,1,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,7,Lightweight,155,Alex White,Tony Martin,0,U-DEC,3,5:00,11,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,7,Lightweight,155,Tony Martin,Alex White,1,U-DEC,3,5:00,20,2,0,4,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,8,Women's Strawweight,115,Jocelyn Jones-Lybarger,Nina Ansaroff,0,SUB  Rear Naked Choke,3,3:39,21,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,8,Women's Strawweight,115,Nina Ansaroff,Jocelyn Jones-Lybarger,1,SUB  Rear Naked Choke,3,3:39,48,1,2,5,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,9,Heavyweight,265,Chase Sherman,Walt Harris,0,KO/TKO  Knee,2,2:41,20,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,9,Heavyweight,265,Walt Harris,Chase Sherman,1,KO/TKO  Knee,2,2:41,32,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,10,Light Heavyweight,205,Bojan Mihajlovic,Joachim Christensen,0,KO/TKO  Punches,3,2:05,22,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,10,Light Heavyweight,205,Joachim Christensen,Bojan Mihajlovic,1,KO/TKO  Punches,3,2:05,41,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,11,Heavyweight,265,Cyril Asker,Dmitrii Smoliakov,1,KO/TKO  Punches,1,2:41,19,1,0,2,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC Fight Night: Rodriguez vs. Penn,1/15/2017,11,Heavyweight,265,Dmitrii Smoliakov,Cyril Asker,0,KO/TKO  Punches,1,2:41,5,0,0,0,http://www.fightmetric.com/event-details/46effbd1135423c5
UFC 207: Nunes vs. Rousey,12/30/2016,0,Women's Bantamweight,135,Amanda Nunes,Ronda Rousey,1,KO/TKO  Punches,1,0:48,27,0,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,0,Women's Bantamweight,135,Ronda Rousey,Amanda Nunes,0,KO/TKO  Punches,1,0:48,7,0,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,1,Bantamweight,135,Cody Garbrandt,Dominick Cruz,1,U-DEC,5,5:00,68,1,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,1,Bantamweight,135,Dominick Cruz,Cody Garbrandt,0,U-DEC,5,5:00,88,0,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,2,Bantamweight,135,TJ Dillashaw,John Lineker,1,U-DEC,3,5:00,71,5,1,8,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,2,Bantamweight,135,John Lineker,TJ Dillashaw,0,U-DEC,3,5:00,38,1,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,3,Welterweight,170,Dong Hyun Kim,Tarec Saffiedine,1,S-DEC,3,5:00,36,3,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,3,Welterweight,170,Tarec Saffiedine,Dong Hyun Kim,0,S-DEC,3,5:00,52,2,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,4,Flyweight,125,Ray Borg,Louis Smolka,1,U-DEC,3,5:00,21,4,1,12,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,4,Flyweight,125,Louis Smolka,Ray Borg,0,U-DEC,3,5:00,10,0,1,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,5,Welterweight,170,Neil Magny,Johny Hendricks,1,U-DEC,3,5:00,50,1,2,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,5,Welterweight,170,Johny Hendricks,Neil Magny,0,U-DEC,3,5:00,18,6,0,3,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,6,Middleweight,185,Antonio Carlos Junior,Marvin Vettori,1,U-DEC,3,5:00,28,4,0,1,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,6,Middleweight,185,Marvin Vettori,Antonio Carlos Junior,0,U-DEC,3,5:00,29,1,1,1,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,7,Welterweight,170,Mike Pyle,Alex Garcia,0,KO/TKO  Punch,1,3:34,5,0,0,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,7,Welterweight,170,Alex Garcia,Mike Pyle,1,KO/TKO  Punch,1,3:34,14,1,0,2,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,8,Welterweight,170,Brandon Thatch,Niko Price,0,SUB  Arm Triangle,1,4:30,8,0,2,0,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,8,Welterweight,170,Niko Price,Brandon Thatch,1,SUB  Arm Triangle,1,4:30,6,1,2,2,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,9,Welterweight,170,Alex Oliveira,Tim Means,0,CNC,1,3:33,6,1,0,1,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC 207: Nunes vs. Rousey,12/30/2016,9,Welterweight,170,Tim Means,Alex Oliveira,0,CNC,1,3:33,17,1,0,2,http://www.fightmetric.com/event-details/4b2390cfaceb91d8
UFC Fight Night: VanZant vs. Waterson,12/17/2016,0,Women's Strawweight,115,Michelle Waterson,Paige VanZant,1,SUB  Rear Naked Choke,1,3:21,12,1,2,1,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,0,Women's Strawweight,115,Paige VanZant,Michelle Waterson,0,SUB  Rear Naked Choke,1,3:21,5,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,1,Welterweight,170,Mickey Gall,Sage Northcutt,1,SUB  Rear Naked Choke,2,1:40,9,2,3,4,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,1,Welterweight,170,Sage Northcutt,Mickey Gall,0,SUB  Rear Naked Choke,2,1:40,13,0,0,1,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,2,Bantamweight,135,Urijah Faber,Brad Pickett,1,U-DEC,3,5:00,70,5,1,4,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,2,Bantamweight,135,Brad Pickett,Urijah Faber,0,U-DEC,3,5:00,18,1,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,3,Welterweight,170,Alan Jouban,Mike Perry,1,U-DEC,3,5:00,69,2,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,3,Welterweight,170,Mike Perry,Alan Jouban,0,U-DEC,3,5:00,37,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,4,Light Heavyweight,205,Paul Craig,Henrique da Silva,1,SUB  Armbar,2,1:59,31,1,3,3,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,4,Light Heavyweight,205,Henrique da Silva,Paul Craig,0,SUB  Armbar,2,1:59,16,1,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,5,Featherweight,145,Mizuto Hirota,Cole Miller,1,U-DEC,3,5:00,57,6,0,6,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,5,Featherweight,145,Cole Miller,Mizuto Hirota,0,U-DEC,3,5:00,21,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,6,Welterweight,170,Bryan Barberena,Colby Covington,0,U-DEC,3,5:00,41,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,6,Welterweight,170,Colby Covington,Bryan Barberena,1,U-DEC,3,5:00,76,12,0,3,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,7,Welterweight,170,Alex Morono,James Moontasri,1,U-DEC,3,5:00,111,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,7,Welterweight,170,James Moontasri,Alex Morono,0,U-DEC,3,5:00,46,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,8,Lightweight,155,Scott Holtzman,Josh Emmett,0,U-DEC,3,5:00,65,3,0,1,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,8,Lightweight,155,Josh Emmett,Scott Holtzman,1,U-DEC,3,5:00,87,8,1,2,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,9,Women's Bantamweight,135,Irene Aldana,Leslie Smith,0,U-DEC,3,5:00,108,1,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,9,Women's Bantamweight,135,Leslie Smith,Irene Aldana,1,U-DEC,3,5:00,169,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,10,Bantamweight,135,Takeya Mizugaki,Eddie Wineland,0,KO/TKO  Punches,1,3:04,13,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,10,Bantamweight,135,Eddie Wineland,Takeya Mizugaki,1,KO/TKO  Punches,1,3:04,9,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,11,Flyweight,125,Fredy Serrano,Hector Sandoval,0,U-DEC,3,5:00,22,0,0,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,11,Flyweight,125,Hector Sandoval,Fredy Serrano,1,U-DEC,3,5:00,33,2,2,0,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,12,Welterweight,170,Sultan Aliev,Bojan Velickovic,1,S-DEC,3,5:00,15,2,0,3,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC Fight Night: VanZant vs. Waterson,12/17/2016,12,Welterweight,170,Bojan Velickovic,Sultan Aliev,0,S-DEC,3,5:00,22,0,1,1,http://www.fightmetric.com/event-details/32541eb5d12668b4
UFC 206: Holloway vs. Pettis,12/10/2016,0,Featherweight,145,Max Holloway,Anthony Pettis,1,KO/TKO  Punches,3,4:50,94,2,0,1,http://www.fightmetric.com/event-details/6e3282d57d2467a0
UFC 206: Holloway vs. Pettis,12/10/2016,0,Featherweight,145,Anthony Pettis,Max Holloway,0,KO/TKO  Punches,3,4:50,53,0,0,0,http://www.fightmetric.com/event-details/6e3282d57d2467a0
UFC 206: Holloway vs. Pettis,12/10/2016,1,Welterweight,170,Donald Cerrone,Matt Brown,1,KO/TKO  Kick,3,0:34,63,0,0,0,http://www.fightmetric.com/event-details/6e3282d57d2467a0
UFC 206: Holloway vs. Pettis,12/10/2016,1,Welterweight,170,Matt Brown,Donald Cerrone,0,KO/TKO  Kick,3,0:34,70,0,1,0,http://www.fightmetric.com/event-details/6e3282d57d2467a0
UFC 206: Holloway vs. Pettis,12/10/2016,2,Featherweight,145,Cub Swanson,Dooho Choi,1,U-DEC,3,5:00,111,2,0,1,http://www.fightmetric.com/event-details/6e3282d57d2467a0
UFC 206: Holloway vs. Pettis,12/10/2016,2,Featherweight,145,Dooho Choi,Cub Swanson,0,U-DEC,3,5:00,77,1,0,0,http://www.fightmetric.com/event-details/6e3282d57d2467a0
UFC 206: Holloway vs. Pettis,12/10/2016,3,Middleweight,185,Kelvin Gastelum,Tim Kennedy,1,KO/TKO  Punches,3,2:45,62,0,0,0,http://www.fightmetric.com/event-details/6e3282d57d2467a0
UFC 206: Holloway vs. Pettis,12/10/2016,3,Middleweight,185,Tim Kennedy,Kelvin Gastelum,0,KO/TKO  Punches,3,2:45,45,3,0,1,http://www.fightmetric.com/event-details/6e3282d57d2467a0
